State,Period,Depression_Score,Anxiety_Score,Mix_Score,deathIncrease,death,hospitalizedCurrently,positiveCasesIncrease,positiveCasesViral,totalTestsPeopleViralIncrease,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500
AR,13,23.9,30.5,35.3,13.692307692307692,714.0769230769231,453.84615384615387,7260.2307692307695,680250.2307692308,0.0,17527762.0,66859338.0,225836820.0,48088211.0,57051328.0,27734701.0,35013292.0,34275669.0,13307807.0,6110493.0,3313149.0,749099.0,193071.0
CA,13,25.9,32.4,38.0,122.38461538461539,12298.461538461539,5575.615384615385,101866.61538461539,10735920.76923077,0.0,324373837.0,783186631.0,2577563423.0,636061115.0,634091449.0,295739597.0,368415293.0,379848646.0,160304062.0,65958539.0,26868965.0,6299643.0,3976114.0
CO,13,24.5,32.6,37.6,4.6923076923076925,1827.5384615384614,237.84615384615384,5436.384615384615,678700.0,5436.384615384615,44884510.0,114573520.0,506697138.0,124194842.0,124403088.0,59714028.0,76537842.0,77439779.0,24665572.0,11509563.0,5142676.0,1458873.0,1630875.0
CT,13,23.8,33.9,38.8,0.6923076923076923,4462.0,55.30769230769231,13866.0,1075768.076923077,0.0,26913102.0,73121518.0,277932471.0,63478147.0,71177647.0,34453264.0,41230399.0,42430449.0,15890666.0,6243557.0,1877399.0,406420.0,744523.0
DE,13,20.1,24.6,30.5,0.9230769230769231,601.6923076923077,47.15384615384615,1769.5384615384614,225459.38461538462,1769.5384615384614,6895256.0,20185532.0,75539373.0,17370921.0,18422678.0,9414712.0,12205097.0,11100626.0,4451827.0,1788960.0,651662.0,63242.0,69648.0
DC,13,23.8,30.6,35.3,0.6153846153846154,604.0,79.3076923076923,1492.0,170280.38461538462,1492.0,7249492.0,12419248.0,62008758.0,20363746.0,16444530.0,8390172.0,9004180.0,5506170.0,1546270.0,362764.0,162654.0,93764.0,134508.0
FL,13,27.8,33.7,39.4,110.61538461538461,10731.23076923077,4443.692307692308,44039.0,6083943.307692308,25860.384615384617,144739368.0,451641732.0,1636690762.0,390371681.0,406931025.0,212074627.0,265901172.0,240124451.0,75803410.0,26100258.0,13623978.0,3279123.0,2481037.0
GA,13,26.8,31.3,38.7,64.46153846153847,5260.0,2412.0,21793.46153846154,2218288.0,0.0,68927962.0,225577413.0,850930380.0,180125992.0,201793926.0,104853300.0,140048929.0,135827022.0,52869447.0,18887141.0,11624117.0,3462480.0,1438026.0
HI,13,22.8,35.4,40.0,1.7692307692307692,50.76923076923077,237.53846153846155,3939.076923076923,236815.23076923078,2501.5384615384614,11601691.0,28170825.0,93706456.0,25670271.0,25925970.0,10692582.0,12916347.0,15950062.0,1873603.0,356593.0,171970.0,46750.0,102308.0
ID,13,22.8,28.7,32.6,6.615384615384615,321.38461538461536,182.15384615384616,2206.4615384615386,240034.84615384616,2206.4615384615386,12331333.0,36768680.0,124090767.0,28652807.0,32193414.0,14797695.0,18179316.0,17232234.0,6871973.0,3380806.0,2072174.0,485538.0,224810.0
IL,13,23.5,33.7,38.2,18.615384615384617,8135.153846153846,1527.3846153846155,48068.38461538462,3783408.153846154,0.0,95117620.0,261632620.0,1127672751.0,281797167.0,275779983.0,131591188.0,166314865.0,170814226.0,65375255.0,19926305.0,11124406.0,2973172.0,1976184.0
IN,13,25.4,32.0,38.2,10.076923076923077,3242.846153846154,895.3846153846154,18310.0,1436125.7692307692,11410.23076923077,44769508.0,142603076.0,590953981.0,135947811.0,144720168.0,71948345.0,90825961.0,91632276.0,33528747.0,13166725.0,6729695.0,1527156.0,927097.0
IA,13,20.0,28.0,33.2,9.76923076923077,1060.4615384615386,294.53846153846155,4402.538461538462,601239.4615384615,4402.538461538462,21756802.0,66615258.0,268084068.0,64691931.0,68426790.0,29518367.0,35918499.0,38883835.0,17114193.0,7899975.0,4417088.0,831723.0,381667.0
KS,13,24.3,32.0,35.9,3.1538461538461537,429.2307692307692,275.7692307692308,4537.461538461538,385032.53846153844,4537.461538461538,21251226.0,60249616.0,240131030.0,58950600.0,62586591.0,26872186.0,32824936.0,33737425.0,13735444.0,6138067.0,3901801.0,930694.0,453286.0
KY,13,27.9,34.6,38.7,7.923076923076923,892.3846153846154,587.6923076923077,7171.615384615385,772765.4615384615,0.0,30894944.0,94205367.0,389775312.0,83538536.0,95763081.0,49465808.0,62009132.0,60091364.0,22351000.0,9506953.0,5273237.0,1259208.0,516993.0
LA,13,26.9,37.1,39.7,30.46153846153846,4795.461538461538,964.0,14061.384615384615,1788989.8461538462,14061.384615384615,29076308.0,101403076.0,404935619.0,93166142.0,98778460.0,50440672.0,65294744.0,57312822.0,21662445.0,11536391.0,5296770.0,1007094.0,440079.0
ME,13,23.8,34.9,39.3,0.38461538461538464,130.69230769230768,7.153846153846154,3736.5384615384614,238783.23076923078,0.0,9786102.0,27689210.0,104805792.0,21731539.0,24602571.0,12521138.0,16109446.0,18274311.0,7360214.0,2825992.0,1047452.0,170115.0,163014.0
MD,13,21.3,30.9,34.1,8.076923076923077,3708.3846153846152,417.61538461538464,21318.846153846152,1807813.6923076923,12580.615384615385,44296818.0,124899286.0,470484328.0,109542221.0,108929104.0,54811880.0,73718771.0,78045936.0,30150155.0,9384003.0,4049602.0,1038851.0,813805.0
MA,13,22.3,31.5,35.8,17.0,8967.461538461539,326.2307692307692,35223.769230769234,2176395.6153846155,20384.846153846152,57234468.0,136025704.0,633684406.0,158566484.0,164115605.0,76324736.0,92261883.0,93056227.0,33416291.0,10795572.0,2945760.0,705046.0,1496802.0
MI,13,24.1,30.6,36.7,11.153846153846153,6682.153846153846,650.2307692307693,31170.23076923077,2611708.846153846,0.0,71599392.0,208286228.0,817808588.0,193584520.0,189701487.0,96652781.0,126630659.0,129370877.0,48971603.0,19437483.0,9966473.0,2098952.0,1393753.0
MN,13,18.3,28.6,31.8,7.615384615384615,1829.6923076923076,308.38461538461536,9593.615384615385,1075380.4615384615,9593.615384615385,40330198.0,116782814.0,442323305.0,105508555.0,99085714.0,47326987.0,62059337.0,75944343.0,30091138.0,13049237.0,7197651.0,1136675.0,923668.0
MS,13,23.6,27.7,33.2,26.53846153846154,2317.923076923077,911.6923076923077,3641.6923076923076,544619.9230769231,0.0,15815106.0,67795962.0,227342032.0,48345875.0,54688420.0,26237127.0,36095883.0,36173817.0,14658196.0,6560403.0,3403574.0,941830.0,236907.0
MO,13,23.7,27.8,33.5,9.846153846153847,1451.076923076923,927.2307692307693,11037.692307692309,1226916.923076923,8882.615384615385,44071107.0,127451189.0,474132632.0,105442803.0,115422916.0,54817563.0,71616732.0,76796422.0,29595996.0,11036252.0,6962498.0,1584839.0,856611.0
MT,13,18.6,27.9,30.7,1.5384615384615385,95.23076923076923,116.3076923076923,3440.4615384615386,229033.76923076922,0.0,8112947.0,21488735.0,76210313.0,20165909.0,20160358.0,8234873.0,9165632.0,9141793.0,4533449.0,2810442.0,1510247.0,268589.0,219021.0
NE,13,20.9,28.0,32.0,2.3076923076923075,381.61538461538464,158.53846153846155,4157.153846153846,450103.46153846156,2776.6153846153848,13191475.0,40698535.0,157702782.0,38360471.0,40494931.0,18853580.0,22865675.0,20743796.0,8189103.0,4745006.0,2647253.0,488151.0,314816.0
NV,13,26.9,35.2,40.4,15.615384615384615,1233.2307692307693,765.3846153846154,7082.384615384615,818159.3076923077,3353.846153846154,24414186.0,60541356.0,206270920.0,51848801.0,49673406.0,25132707.0,34828989.0,32398773.0,5818151.0,2833983.0,2619994.0,721572.0,394544.0
NH,13,19.8,28.4,31.5,0.6153846153846154,429.84615384615387,9.461538461538462,3333.6923076923076,307664.46153846156,1846.8461538461538,9211542.0,28769282.0,121159407.0,25686739.0,28335025.0,14265878.0,18158203.0,20972211.0,9426780.0,3382850.0,696887.0,88874.0,145960.0
NJ,13,24.7,33.3,37.8,6.153846153846154,15911.076923076924,438.46153846153845,25013.30769230769,2704004.076923077,0.0,72026094.0,177412466.0,756750241.0,200144970.0,187512965.0,87170125.0,109250757.0,107329745.0,40463371.0,16488469.0,5875406.0,1176819.0,1337614.0
NM,13,27.8,35.2,38.9,4.3076923076923075,753.1538461538462,69.6923076923077,5986.2307692307695,728039.6153846154,0.0,14888691.0,43772055.0,183407688.0,42794887.0,48713918.0,22787439.0,26959968.0,22336922.0,9395229.0,6034937.0,3325252.0,823257.0,235879.0
NY,13,22.5,29.9,34.4,4.923076923076923,25298.846153846152,480.46153846153845,629.6153846153846,430910.3076923077,0.0,181663048.0,365518804.0,1742821563.0,477432645.0,427462389.0,205502840.0,264249922.0,248016328.0,73311601.0,28543026.0,12941726.0,2342320.0,3018766.0
NC,13,20.5,28.4,32.3,23.53846153846154,2577.846153846154,970.6153846153846,23465.53846153846,2115933.923076923,0.0,68063564.0,222677796.0,837625671.0,168713542.0,197599098.0,106091257.0,141769021.0,140154611.0,49604451.0,19009086.0,11108389.0,2532927.0,1043289.0
ND,13,17.8,26.4,29.6,0.6923076923076923,114.76923076923077,56.84615384615385,5334.153846153846,441094.8461538461,1663.4615384615386,5230795.0,15970171.0,58958495.0,15319164.0,15844733.0,7334618.0,7419074.0,6023648.0,3155991.0,2301386.0,1187451.0,280214.0,92216.0
OH,13,24.9,31.7,37.3,20.53846153846154,4026.3846153846152,803.7692307692307,28802.53846153846,2042319.076923077,0.0,82771456.0,244532920.0,986958836.0,234013478.0,238287434.0,118466578.0,154297142.0,158955535.0,51067664.0,18808355.0,9294251.0,2313762.0,1454637.0
OK,13,25.9,34.0,38.6,9.076923076923077,751.6153846153846,564.0769230769231,6958.307692307692,838455.4615384615,0.0,26825536.0,83580676.0,310077234.0,71849403.0,77305013.0,36327856.0,46044144.0,48982916.0,16972299.0,7600109.0,3994883.0,741583.0,259028.0
OR,13,26.1,34.8,38.4,4.769230769230769,431.15384615384613,164.53846153846155,4677.2307692307695,525886.4615384615,4677.2307692307695,33872135.0,83455535.0,308996779.0,77448476.0,78943759.0,36703900.0,42536319.0,45509496.0,15715936.0,7742449.0,3054922.0,693798.0,647724.0
PA,13,23.8,31.0,35.7,13.384615384615385,7606.7692307692305,521.0,13720.692307692309,1574987.5384615385,13720.692307692309,97497640.0,261100040.0,1000567363.0,242549040.0,240630306.0,121366941.0,156422465.0,151979262.0,50263819.0,22647492.0,11552214.0,1946541.0,1209283.0
RI,13,19.2,29.9,34.2,1.8461538461538463,1038.6153846153845,81.38461538461539,2902.6153846153848,258849.92307692306,2902.6153846153848,7965174.0,21639646.0,86930257.0,21517619.0,22744244.0,10663743.0,12946684.0,12757522.0,4424169.0,1283398.0,379738.0,95998.0,117142.0
SC,13,20.4,24.5,30.4,29.0,2556.923076923077,1022.1538461538462,5423.538461538462,911652.3076923077,0.0,31473866.0,110881690.0,414571108.0,85392616.0,99420108.0,52848643.0,69812084.0,68915557.0,22699720.0,8491249.0,5237008.0,1215905.0,538218.0
SD,13,15.2,20.9,24.2,1.0,161.84615384615384,65.38461538461539,2009.8461538461538,180324.3076923077,1270.4615384615386,5569988.0,19001504.0,76115465.0,19814890.0,19311744.0,8536009.0,9987467.0,9119169.0,4587257.0,2705094.0,1653168.0,285731.0,114936.0
TN,13,28.3,34.8,38.4,25.23076923076923,1621.7692307692307,1056.076923076923,23495.46153846154,2073907.3846153845,0.0,42391882.0,147168398.0,554306763.0,115293626.0,132624073.0,68788955.0,90319670.0,93858731.0,31836577.0,11431028.0,6840561.0,2426218.0,887324.0
TX,13,25.7,31.1,37.1,175.84615384615384,11662.846153846154,4917.384615384615,35454.46153846154,4733377.846153846,0.0,179974413.0,623624225.0,2124875844.0,484079727.0,518556575.0,253811898.0,323623215.0,337208338.0,124871175.0,47394814.0,25530337.0,6267248.0,3532517.0
UT,13,22.7,30.4,34.4,2.923076923076923,394.61538461538464,143.69230769230768,5849.7692307692305,788810.2307692308,4067.769230769231,24069584.0,64429796.0,252627937.0,59387998.0,64863680.0,31142192.0,36985389.0,34515177.0,14334795.0,5783495.0,3979321.0,1023075.0,612815.0
VT,13,19.5,28.0,32.0,0.0,58.0,11.692307692307692,2725.6923076923076,165417.6923076923,1663.3846153846155,4504414.0,13031958.0,53736306.0,11518384.0,13412780.0,6685079.0,7660208.0,8934765.0,3810695.0,1112120.0,442051.0,89023.0,71201.0
VA,13,25.1,30.5,35.2,14.153846153846153,2495.769230769231,1159.2307692307693,886.5384615384615,109735.23076923077,0.0,60114820.0,178380360.0,681319044.0,154560503.0,161828997.0,83283566.0,107590602.0,107949168.0,38391468.0,16353782.0,8514976.0,1728567.0,1117415.0
WA,13,23.6,32.7,37.2,9.23076923076923,1866.6153846153845,360.38461538461536,334.84615384615387,72157.38461538461,0.0,57170119.0,153797354.0,550735839.0,136134287.0,134827231.0,63075396.0,82759153.0,85538547.0,29975799.0,11124952.0,4881200.0,911216.0,1508058.0
WV,13,25.2,29.0,34.5,3.8461538461538463,188.6153846153846,140.69230769230768,5408.615384615385,404318.53846153844,0.0,12912652.0,37650644.0,140524962.0,30507915.0,34734584.0,17029438.0,21860385.0,21413447.0,8858752.0,3969047.0,1717143.0,315374.0,118877.0
WI,13,20.2,25.2,29.1,5.461538461538462,1101.5384615384614,326.0769230769231,8171.538461538462,1202963.3846153845,8171.538461538462,40378840.0,122401064.0,465186576.0,104656055.0,108518277.0,54157948.0,70731613.0,74526256.0,30500385.0,13044397.0,7152180.0,1272538.0,626927.0
WY,13,21.9,32.8,35.6,0.23076923076923078,36.53846153846154,16.615384615384617,1389.7692307692307,99318.0,1059.0,4150706.0,12025930.0,51006203.0,13174805.0,13701523.0,6410792.0,5162178.0,4904592.0,3726133.0,2317242.0,1338402.0,188366.0,82170.0
AL,14,25.2,33.7,38.1,11.923076923076923,2291.923076923077,837.1538461538462,4996.384615384615,982443.4615384615,0.0,28124240.0,108736148.0,378459045.0,74375600.0,89494815.0,49698039.0,63241341.0,63066679.0,23273397.0,9502662.0,4493889.0,1024594.0,288029.0
AK,14,23.6,28.4,33.6,0.38461538461538464,42.0,39.69230769230769,2242.923076923077,390226.76923076925,0.0,6238378.0,14358720.0,52593709.0,13501499.0,13821032.0,7079811.0,8028671.0,5674185.0,2820522.0,1004049.0,314521.0,151716.0,197703.0
AZ,14,26.5,33.4,39.0,21.384615384615383,5231.153846153846,644.0769230769231,7185.2307692307695,1261723.4615384615,7185.2307692307695,55945976.0,144860112.0,496141062.0,114211525.0,118242445.0,58356659.0,76098475.0,83682614.0,28161703.0,9399182.0,5918402.0,1289230.0,780827.0
AR,14,29.8,36.0,41.1,13.692307692307692,918.3846153846154,399.15384615384613,7389.538461538462,780895.0,0.0,17317609.0,67069491.0,241059174.0,52610738.0,60552740.0,29344906.0,37177618.0,36487583.0,14361832.0,6446692.0,3194035.0,718035.0,164995.0
CA,14,27.6,34.2,39.1,105.15384615384616,13822.23076923077,4215.384615384615,102730.23076923077,12205356.76923077,0.0,323887951.0,783709309.0,2650758551.0,638380364.0,652692396.0,306565773.0,384145444.0,401932509.0,168029009.0,65773874.0,24328290.0,5574152.0,3336740.0
CO,14,22.7,33.4,36.7,3.1538461538461537,1875.2307692307693,228.46153846153845,5539.2307692307695,752760.9230769231,5539.2307692307695,44898592.0,114577200.0,527574352.0,128335433.0,129467626.0,62080629.0,80325065.0,81841411.0,26192589.0,11703588.0,4826712.0,1390882.0,1410417.0
CT,14,21.2,33.1,36.1,1.4615384615384615,4473.692307692308,56.76923076923077,14423.23076923077,1277426.8461538462,0.0,26664287.0,73370333.0,291558464.0,65155139.0,75870533.0,36413775.0,43419009.0,45447050.0,16607580.0,6049393.0,1684936.0,345193.0,565856.0
DE,14,23.3,29.8,33.3,0.9230769230769231,610.2307692307693,60.69230769230769,1852.3846153846155,252958.3076923077,1852.3846153846155,6851938.0,20228850.0,78787415.0,17592648.0,19305925.0,9915496.0,12806207.0,11913618.0,4815948.0,1738525.0,585407.0,54864.0,58777.0
DC,14,20.9,33.3,36.3,0.6923076923076923,612.8461538461538,85.07692307692308,1169.0,189341.46153846153,1169.0,7396858.0,12271882.0,61334308.0,19562888.0,16477746.0,8435218.0,9093026.0,5453336.0,1611944.0,368522.0,128392.0,84534.0,118702.0
FL,14,25.3,31.3,36.4,98.38461538461539,12241.307692307691,3058.153846153846,35077.846153846156,6674192.153846154,20344.076923076922,144946172.0,451434928.0,1657748680.0,388001903.0,414741725.0,215972230.0,271724240.0,246549778.0,77400167.0,25524171.0,12540829.0,3070472.0,2223165.0
GA,14,23.2,31.1,34.3,47.69230769230769,6097.923076923077,2254.3076923076924,18980.69230769231,2507368.3846153845,0.0,68915642.0,225629658.0,864814178.0,179322037.0,205667138.0,106775226.0,143210439.0,140479862.0,55057469.0,19158133.0,10815947.0,3115248.0,1212679.0
HI,14,29.4,34.4,39.4,2.230769230769231,86.84615384615384,254.07692307692307,6567.2307692307695,311185.0,4719.153846153846,11451798.0,28320718.0,97059999.0,26251081.0,26707581.0,11147209.0,13457527.0,16866285.0,1977111.0,358915.0,148216.0,43492.0,102582.0
ID,14,21.8,31.2,35.3,4.153846153846154,391.6923076923077,153.53846153846155,1576.3076923076924,266849.6923076923,1576.3076923076924,12479685.0,36638139.0,128063135.0,29016329.0,33515890.0,15429827.0,19009478.0,17973994.0,7118656.0,3368836.0,1963450.0,477300.0,189375.0
IL,14,24.2,32.6,37.6,21.0,8429.0,1542.2307692307693,52667.230769230766,4479866.692307692,0.0,95027881.0,261722359.0,1163957810.0,284226737.0,284889181.0,136597258.0,174132529.0,181439756.0,68763365.0,19675517.0,9907458.0,2674310.0,1651699.0
IN,14,20.7,30.0,33.1,9.76923076923077,3386.3076923076924,809.7692307692307,17868.076923076922,1683776.923076923,12579.076923076924,44646203.0,142726381.0,614644220.0,138562680.0,151576536.0,75837932.0,95786871.0,96478307.0,35003541.0,13102314.0,6133666.0,1394484.0,767889.0
IA,14,22.8,26.8,32.0,7.769230769230769,1180.5384615384614,304.0,4853.7692307692305,661130.4615384615,4853.7692307692305,21983755.0,66388305.0,277782814.0,67258517.0,70976506.0,30498525.0,37515514.0,40563846.0,17984272.0,7832726.0,4098915.0,750698.0,303295.0
KS,14,19.3,28.7,32.5,6.769230769230769,491.2307692307692,247.53846153846155,3471.6923076923076,437036.92307692306,3471.6923076923076,21223257.0,60298883.0,250829945.0,61277395.0,65683980.0,28060008.0,34303359.0,35844985.0,14593153.0,6247081.0,3583388.0,857710.0,378886.0
KY,14,30.1,34.2,40.3,9.0,1014.2307692307693,551.0769230769231,12657.692307692309,882261.5384615385,0.0,30629069.0,94486187.0,410678894.0,87507423.0,101386258.0,52499075.0,65969191.0,63755740.0,23522312.0,9413381.0,4979226.0,1206954.0,439334.0
LA,14,30.3,36.8,41.7,20.615384615384617,5123.307692307692,773.0769230769231,14503.0,1984548.2307692308,14503.0,29182277.0,101297107.0,408918701.0,92758729.0,99504498.0,51344063.0,66822979.0,58832708.0,22486268.0,11112675.0,4702351.0,974935.0,379495.0
ME,14,20.4,29.8,33.7,0.3076923076923077,134.23076923076923,8.846153846153847,5000.538461538462,304512.1538461539,0.0,9743219.0,27732093.0,108122466.0,21411465.0,25692667.0,13248771.0,16927654.0,19167824.0,7591667.0,2782723.0,1006479.0,149972.0,143244.0
MD,14,23.3,29.8,35.4,6.0,3809.230769230769,363.38461538461536,21088.76923076923,2098327.769230769,9688.153846153846,44132934.0,125063170.0,487351204.0,111070445.0,113258684.0,57079249.0,77346303.0,82439667.0,31687239.0,9422410.0,3515675.0,872534.0,658998.0
MA,14,20.5,28.7,32.7,11.923076923076923,9143.76923076923,323.7692307692308,45406.46153846154,2773936.0,16447.076923076922,57253601.0,136006571.0,656336693.0,160159936.0,170936873.0,79974695.0,97065450.0,98603921.0,35027951.0,10269013.0,2565888.0,590435.0,1142531.0
MI,14,23.4,32.4,36.2,11.846153846153847,6848.2307692307695,618.3846153846154,28836.076923076922,3019369.846153846,0.0,71013147.0,208872473.0,854758842.0,196678189.0,200586615.0,102574100.0,134260668.0,138303549.0,51527582.0,19085075.0,8790316.0,1804081.0,1148667.0
MN,14,18.6,26.0,30.6,7.846153846153846,1924.3846153846155,264.0,8494.846153846154,1197278.6923076923,8494.846153846154,40687910.0,116425102.0,454871621.0,104799236.0,103951522.0,49343701.0,65055923.0,79836150.0,31315061.0,12548701.0,6213561.0,1028626.0,779140.0
MS,14,28.4,31.3,38.6,16.384615384615383,2613.846153846154,690.9230769230769,3597.076923076923,600236.6153846154,0.0,15795728.0,67827112.0,234835321.0,49824097.0,56267070.0,27236008.0,37261094.0,37640594.0,15422513.0,6794089.0,3314200.0,886589.0,189067.0
MO,14,21.8,29.0,33.1,13.538461538461538,1650.3076923076924,950.8461538461538,14637.076923076924,1396445.6923076923,11843.307692307691,44264846.0,127275810.0,494158735.0,110711767.0,120603465.0,56854434.0,74861929.0,79973461.0,31177645.0,11134154.0,6633510.0,1480660.0,727710.0
MT,14,22.2,29.6,33.1,2.5384615384615383,122.0,152.53846153846155,2582.6153846153848,268645.0,0.0,8244170.0,21500370.0,78412014.0,19962943.0,21178432.0,8546181.0,9687142.0,9199221.0,4793266.0,3022146.0,1543344.0,285258.0,194081.0
NE,14,21.7,25.7,30.4,2.8461538461538463,413.61538461538464,171.53846153846155,4557.307692307692,508414.76923076925,3148.3846153846152,13288323.0,40731181.0,164368505.0,39447345.0,42372382.0,19757604.0,24006014.0,21748608.0,8793447.0,5001923.0,2521273.0,474078.0,245831.0
NV,14,27.1,32.1,37.6,11.0,1405.6923076923076,555.2307692307693,6651.615384615385,904263.0769230769,3424.846153846154,24518419.0,60444557.0,211731716.0,52281241.0,51396337.0,26140369.0,35961075.0,33439975.0,5843993.0,2930201.0,2625637.0,716728.0,396160.0
NH,14,22.1,31.6,34.9,0.3076923076923077,433.46153846153845,7.769230769230769,3713.5384615384614,355320.6923076923,1579.6153846153845,9137618.0,28843206.0,126191212.0,25442687.0,30123910.0,15020725.0,19122713.0,22406809.0,9985906.0,3276503.0,631426.0,74418.0,106115.0
NJ,14,21.9,30.7,35.4,6.0,15997.846153846154,442.38461538461536,25542.46153846154,3056475.5384615385,0.0,70922939.0,178515621.0,793103606.0,206480194.0,197866972.0,92322991.0,115735433.0,115526019.0,42675938.0,15525300.0,4846275.0,1045838.0,1078646.0
