Period,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,State
11.0,6355807.428571428,19126352.57142857,80367422.57142857,21945722.85714286,19320613.714285713,9317562.0,11591438.857142856,11606277.42857143,4302672.857142857,1344334.857142857,686585.7142857143,160803.42857142858,91410.85714285714,IL
11.0,2978726.285714286,10405029.714285715,41995048.0,10373646.857142856,10160778.57142857,5098698.857142857,6361246.857142857,6258650.285714285,2239957.1428571427,912183.4285714285,448567.4285714286,94251.14285714286,47067.42857142857,IN
11.0,1413731.7142857143,4409278.285714285,16706973.714285715,4342443.428571428,4244713.428571428,1894659.142857143,2300146.0,2319960.5714285714,892031.1428571428,393022.28571428574,237597.14285714287,56147.142857142855,26253.428571428572,KS
11.0,2012986.0,6923818.0,29050111.42857143,6771622.857142857,7130535.428571428,3671222.0,4538368.285714285,4239398.285714285,1543677.4285714286,670337.4285714285,378465.71428571426,79750.0,26734.0,KY
11.0,1941598.0,7378358.0,29193442.285714287,7264951.428571428,7186145.142857143,3679809.714285714,4679178.0,3938756.8571428573,1419113.4285714286,659251.4285714285,284083.4285714286,56673.142857142855,25479.714285714286,LA
11.0,3706321.4285714286,10097976.57142857,48540028.0,13426678.0,12324460.0,5732225.714285715,6869642.0,6695672.285714285,2389769.714285714,789314.2857142857,196969.14285714287,42273.71428571428,73023.14285714286,MA
11.0,2934316.285714286,9151119.714285715,36248366.571428575,9730188.57142857,8259531.714285715,4215079.714285715,5525218.0,5467192.0,2050922.0,637614.2857142857,259059.14285714287,60665.142857142855,42896.0,MD
11.0,630197.7142857143,2046610.2857142857,8110248.857142857,1851379.142857143,1910722.5714285714,997491.1428571428,1223986.0,1313167.142857143,503046.28571428574,185426.57142857142,104862.28571428571,11668.285714285714,8499.42857142857,ME
11.0,4726155.714285715,15265674.285714285,60206234.28571428,15844910.857142856,13864003.714285715,7005398.285714285,9011987.142857144,9016719.714285715,3307317.1428571427,1298138.2857142857,661541.7142857143,121588.85714285714,74628.57142857143,MI
11.0,2746629.714285714,8475728.285714285,30631023.42857143,7790197.714285715,6881273.428571428,3300995.4285714286,4318062.857142857,5094211.714285715,1912247.4285714286,799167.7142857143,421084.5714285714,71384.28571428571,42398.28571428572,MN
11.0,2891154.8571428573,9361749.142857144,34910225.71428572,8525396.57142857,8364917.142857143,4083887.4285714286,5291037.428571428,5350170.571428572,2003755.7142857143,727476.8571428572,428842.85714285716,90111.14285714286,44630.0,MO
11.0,1060343.7142857143,4912716.285714285,16665997.42857143,3855720.5714285714,4092949.714285714,1974869.7142857143,2589870.0,2477181.714285714,963181.4285714285,419800.5714285714,223978.85714285713,56826.57142857143,11618.285714285714,MS
11.0,549848.5714285715,1574761.4285714286,5636427.428571428,1570372.857142857,1447547.4285714286,605715.7142857143,691335.7142857143,677670.2857142857,324010.5714285714,195611.14285714287,94426.57142857143,18358.571428571428,11378.57142857143,MT
11.0,4485682.571428572,16281557.42857143,61198139.428571425,13677410.0,14423379.142857144,7617866.285714285,10009272.57142857,9668709.42857143,3394637.4285714286,1328653.4285714286,817495.7142857143,198631.7142857143,62083.71428571428,NC
11.0,352776.28571428574,1167377.7142857143,4037514.285714286,1084695.142857143,1058462.2857142857,504685.71428571426,514751.14285714284,422642.85714285716,207041.14285714287,148840.85714285713,73118.85714285714,15353.714285714286,7922.571428571428,ND
11.0,891725.1428571428,2966810.8571428573,10810047.42857143,2709785.714285714,2743905.714285714,1319747.4285714286,1601151.142857143,1387005.4285714286,527511.4285714285,301087.71428571426,168068.2857142857,34603.42857142857,17181.14285714286,NE
11.0,596166.0,2116750.0,9065630.0,2075594.2857142857,2135676.0,1057684.2857142857,1350608.0,1493470.2857142857,644411.4285714285,245483.14285714287,50468.857142857145,5684.857142857143,6548.857142857143,NH
11.0,4791270.285714285,13025769.714285715,56701446.0,16696335.142857144,13845044.285714285,6344155.142857143,7876367.428571428,7556878.857142857,2779885.714285714,1103101.7142857143,361090.0,68678.0,69909.71428571429,NJ
11.0,1020409.1428571428,3170446.8571428573,13224775.42857143,3475933.1428571427,3411965.714285714,1599067.142857143,1903792.857142857,1570343.7142857143,623502.2857142857,376121.4285714286,195901.7142857143,53801.42857142857,14346.0,NM
11.0,1663783.4285714286,4405000.571428572,14802981.714285715,4255470.571428572,3391904.0,1738542.2857142857,2384871.4285714286,2162141.4285714286,405569.71428571426,201748.0,187639.7142857143,47514.857142857145,27579.714285714286,NV
11.0,12194496.0,26889922.0,131288875.71428572,39529604.571428575,32140772.85714286,15342190.857142856,19114091.42857143,17182448.0,4956542.857142857,1896578.857142857,806659.4285714285,158805.42857142858,161181.42857142858,NY
11.0,5480909.714285715,17897974.285714287,71016028.57142857,18348711.42857143,16810340.0,8368762.285714285,10891535.714285715,10953612.0,3486491.1428571427,1283275.4285714286,654483.4285714285,140247.14285714287,78570.0,OH
11.0,1791354.857142857,6094803.142857143,21607052.57142857,5357464.285714285,5326904.285714285,2549538.8571428573,3200741.1428571427,3274836.5714285714,1107998.2857142857,481585.71428571426,242803.42857142858,51293.142857142855,13886.857142857143,OK
11.0,2292840.0,6088586.0,22617777.42857143,6531644.0,5489937.428571428,2555802.8571428573,3032644.5714285714,3152349.4285714286,1057537.142857143,501606.5714285714,211397.14285714287,47314.28571428572,37544.0,OR
11.0,6415907.428571428,19198212.57142857,74014648.28571428,19754808.85714286,17654976.285714287,8752274.57142857,11171125.714285715,10607245.142857144,3496170.8571428573,1578321.4285714286,819703.1428571428,114835.42857142857,65186.857142857145,PA
11.0,505274.85714285716,1609355.142857143,6607945.428571428,1799243.7142857143,1680678.2857142857,780612.8571428572,957289.1428571428,927164.8571428572,315927.14285714284,101135.14285714286,33062.0,6936.571428571428,5895.714285714285,RI
11.0,2071610.857142857,8096643.142857143,31035479.14285714,7389933.714285715,7460703.714285715,3852246.5714285714,4909435.142857143,4782512.571428572,1542473.7142857143,583626.2857142857,398108.28571428574,85072.57142857143,31366.571428571428,SC
11.0,383444.28571428574,1381025.7142857143,5139696.285714285,1325622.2857142857,1261820.0,604949.1428571428,704435.1428571428,645478.0,304348.28571428574,173336.85714285713,95247.14285714286,18544.285714285714,5915.142857142857,SD
11.0,2831948.0,10708072.0,40796699.428571425,9569056.857142856,9733757.714285715,4977870.857142857,6419692.0,6481913.714285715,2135633.4285714286,789449.4285714285,490389.71428571426,153387.7142857143,45548.0,TN
11.0,12266321.142857144,45137368.85714286,148556904.85714287,37422359.71428572,35705171.71428572,17320159.714285713,22050826.57142857,22559169.14285714,8338717.714285715,3010622.5714285714,1564525.4285714286,395832.0,189520.2857142857,TX
11.0,1570007.4285714286,4752202.571428572,19061785.14285714,5005487.142857143,4593895.142857143,2277876.5714285714,2768308.0,2582967.4285714286,1055283.142857143,410811.4285714286,257222.0,75960.0,33974.28571428572,UT
11.0,3968842.5714285714,13066527.42857143,51915429.71428572,13436187.142857144,12117550.0,6226622.571428572,7912777.714285715,7634454.571428572,2694204.285714286,1138834.0,583105.1428571428,106820.57142857143,64873.71428571428,VA
11.0,293254.28571428574,959343.7142857143,4117614.8571428573,950501.7142857143,1022339.4285714285,533306.0,594436.0,643265.1428571428,256328.57142857142,76528.0,31478.85714285714,6399.428571428572,3031.714285714286,VT
11.0,3926630.8571428573,11144551.142857144,40069317.428571425,11557482.285714285,9379715.42857143,4396712.857142857,5730039.428571428,5837387.142857143,2010025.142857143,710529.7142857143,300672.0,57500.28571428572,89253.14285714286,WA
11.0,2676212.285714286,8950923.714285715,33213686.57142857,8033181.714285715,7781127.428571428,3890338.5714285714,4983788.0,5103305.428571428,1997927.7142857143,860103.4285714285,444341.14285714284,91777.71428571429,27795.428571428572,WI
11.0,857118.8571428572,2754545.1428571427,10511402.0,2462891.714285714,2577716.5714285714,1264967.7142857143,1620796.5714285714,1553163.7142857143,616086.8571428572,272850.5714285714,115985.42857142857,20481.428571428572,6461.428571428572,WV
11.0,277189.71428571426,878284.2857142857,3702662.5714285714,1025425.7142857143,967948.0,443806.0,373818.28571428574,346016.85714285716,282942.5714285714,160260.0,86390.28571428571,11673.142857142857,4381.714285714285,WY
12.0,449900.28571428574,1024458.0,3632483.714285714,1073954.0,906285.8571428572,445574.4285714286,505396.4285714286,375148.28571428574,216302.85714285713,72039.71428571429,19867.571428571428,6721.428571428572,11193.142857142857,AK
12.0,1969144.2857142857,7806597.714285715,27189785.714285713,5928900.857142857,6532350.571428572,3576707.4285714286,4421868.285714285,4265162.0,1520315.142857143,597020.5714285715,274110.0,61643.71428571428,11707.142857142857,AL
12.0,1223834.2857142857,4803815.714285715,16954214.285714287,4000927.714285714,4288660.0,2051400.857142857,2580095.4285714286,2462832.285714286,921628.5714285715,405601.71428571426,193687.42857142858,41264.0,8116.285714285715,AR
12.0,4127491.4285714286,10215800.57142857,33585852.85714286,9258172.0,7510839.428571428,3698094.285714286,4835915.428571428,5364520.571428572,1790468.857142857,620794.2857142857,393675.71428571426,74128.28571428571,39244.0,AZ
12.0,23046405.14285714,56067684.85714286,161167137.14285713,40006564.0,38562978.571428575,18224422.0,22968674.85714286,24563094.57142857,10401602.285714285,4234163.714285715,1681631.142857143,359309.71428571426,164696.2857142857,CA
12.0,3095777.714285714,8295350.285714285,36594532.0,9790669.714285715,8643965.142857144,4217782.285714285,5396799.714285715,5480406.857142857,1768279.142857143,773160.2857142857,353548.5714285714,98384.85714285714,71535.42857142857,CO
12.0,1821791.142857143,5323538.857142857,21467150.285714287,5375651.428571428,5411574.0,2570655.714285714,3115136.0,3241028.285714286,1174013.142857143,440522.0,103162.57142857143,18961.428571428572,16445.714285714286,CT
12.0,508628.0,896282.0,4753615.714285715,1774116.0,1174679.142857143,616298.5714285715,654749.7142857143,363188.0,121296.28571428571,28325.14285714286,10038.857142857143,4994.857142857143,5929.142857142857,DC
12.0,485115.14285714284,1449226.857142857,5798653.714285715,1484056.5714285714,1409921.142857143,712051.7142857143,886761.1428571428,822248.0,324732.5714285714,118331.42857142857,36082.28571428572,2653.4285714285716,1815.4285714285713,DE
12.0,9970378.0,32628272.0,116451314.85714285,30446095.42857143,28817144.285714287,14685919.714285715,18125218.285714287,16275504.285714285,5173631.428571428,1759110.2857142857,845540.5714285715,193975.7142857143,129174.85714285714,FL
12.0,4857143.428571428,16181806.57142857,61574400.571428575,14441771.142857144,14545255.42857143,7360060.285714285,9765702.0,9487028.57142857,3637395.4285714286,1300587.7142857143,763567.7142857143,206834.0,66198.28571428571,GA
12.0,818003.0,2022891.0,6278348.714285715,1928419.0,1626703.2857142857,698920.7142857143,853182.5714285715,1011489.5714285715,114884.71428571429,22212.428571428572,13168.42857142857,3927.4285714285716,5440.571428571428,HI
12.0,1533745.142857143,4778544.857142857,18937596.85714286,4758815.714285715,4797480.571428572,2130322.0,2582987.714285714,2738000.5714285714,1129199.4285714286,495313.71428571426,245640.85714285713,46009.42857142857,13826.857142857143,IA
12.0,893397.7142857143,2615018.285714286,9176963.42857143,2347648.8571428573,2328456.8571428573,1060264.0,1316321.7142857143,1248361.4285714286,476303.4285714286,233202.85714285713,130292.28571428571,24879.714285714286,11232.285714285714,ID
12.0,6610435.142857143,18871724.85714286,79693097.42857143,21444824.57142857,19226020.57142857,9290383.714285715,11576034.285714285,11684851.42857143,4282768.571428572,1300496.0,667337.1428571428,151018.2857142857,69362.85714285714,IL
12.0,3134451.714285714,10249304.285714285,41628257.71428572,10168162.285714285,10144321.42857143,5073059.714285715,6303574.0,6287683.428571428,2253880.285714286,876261.1428571428,402630.28571428574,85737.42857142857,32947.71428571428,IN
12.0,1487550.857142857,4335459.142857143,16820928.85714286,4315648.571428572,4301930.571428572,1903769.4285714286,2317710.5714285714,2361250.5714285714,920603.1428571428,404508.85714285716,227593.14285714287,48741.71428571428,19172.285714285714,KS
12.0,2147354.285714286,6789449.714285715,28543578.0,6512078.571428572,7094482.857142857,3619734.8571428573,4482124.571428572,4256724.285714285,1531532.5714285714,639090.2857142857,327519.14285714284,62412.857142857145,17878.0,KY
12.0,2065139.7142857143,7254816.285714285,28875416.285714287,7183637.142857143,7132054.571428572,3610861.1428571427,4582212.857142857,3930130.0,1444025.7142857143,650240.5714285715,273037.71428571426,50407.71428571428,18808.85714285714,LA
12.0,3853104.8571428573,9951193.142857144,48820010.571428575,13387807.42857143,12398505.42857143,5750489.714285715,6958020.571428572,6864361.428571428,2413457.714285714,788511.7142857143,188004.2857142857,34545.71428571428,36306.57142857143,MA
12.0,3052439.4285714286,9032996.57142857,35825079.71428572,9454601.42857143,8158102.0,4151081.714285714,5450969.142857143,5585759.142857143,2080888.857142857,612264.2857142857,254111.42857142858,51297.142857142855,26004.571428571428,MD
12.0,657118.8571428572,2019689.142857143,8246614.285714285,1855340.2857142857,1937276.857142857,1017024.2857142857,1257940.5714285714,1351082.0,547911.1428571428,199220.57142857142,66513.71428571429,8968.0,5336.857142857143,ME
12.0,4896689.428571428,15095140.57142857,60066284.28571428,15422746.57142857,13937065.142857144,7016025.428571428,9150645.714285715,9185605.142857144,3344774.285714286,1267332.2857142857,594410.8571428572,103555.71428571429,44123.142857142855,MI
12.0,2807574.8571428573,8414783.142857144,31005414.85714286,7857935.428571428,6995297.714285715,3360646.8571428573,4350668.285714285,5156042.857142857,1958683.142857143,806552.8571428572,423720.0,63801.42857142857,32066.285714285714,MN
12.0,3074445.4285714286,9178458.57142857,34475498.28571428,8297414.571428572,8335194.571428572,4014544.0,5221624.571428572,5354584.857142857,1995223.7142857143,722657.7142857143,418161.71428571426,82665.14285714286,33427.42857142857,MO
12.0,1125979.4285714286,4847080.571428572,16664250.857142856,3797972.0,4152107.4285714286,1965825.142857143,2600383.4285714286,2511368.285714286,961161.1428571428,415142.85714285716,199406.0,51846.57142857143,9038.0,MS
12.0,579040.2857142857,1545569.7142857143,5683340.571428572,1577924.0,1464035.142857143,608003.7142857143,688850.2857142857,680879.1428571428,329689.14285714284,207972.0,100236.57142857143,16327.714285714286,9422.857142857143,MT
12.0,4713383.714285715,16053856.285714285,61525521.14285714,13661363.142857144,14693736.857142856,7646689.428571428,10047114.0,9846720.285714285,3458118.5714285714,1292925.142857143,691998.5714285715,146824.0,40031.142857142855,NC
12.0,360314.85714285716,1159839.142857143,4150894.8571428573,1108507.4285714286,1079666.0,520827.4285714286,515680.85714285716,440102.5714285714,226994.57142857142,161329.14285714287,78618.0,13994.0,5174.857142857143,ND
12.0,935891.7142857143,2922644.285714286,11066949.142857144,2753504.285714286,2832187.4285714286,1353717.142857143,1630951.4285714286,1445012.2857142857,554613.1428571428,306765.71428571426,149396.0,29346.0,11455.714285714286,NE
12.0,623647.1428571428,2089268.857142857,9313476.285714285,2125960.8571428573,2150115.4285714286,1097354.5714285714,1407776.5714285714,1586110.0,670039.1428571428,224178.2857142857,43578.857142857145,4513.428571428572,3849.1428571428573,NH
12.0,4959733.142857143,12857306.857142856,56714290.28571428,16630321.42857143,13756322.285714285,6336087.428571428,7933918.857142857,7734773.428571428,2845454.0,1066959.7142857143,314980.85714285716,59707.42857142857,35764.857142857145,NJ
12.0,1072253.142857143,3118602.8571428573,13337303.714285715,3460900.0,3461216.285714286,1633551.142857143,1913461.142857143,1587715.7142857143,650065.4285714285,384569.4285714286,188984.2857142857,46854.57142857143,9985.714285714286,NM
12.0,1788946.857142857,4279837.142857143,14626369.142857144,4178122.8571428573,3413627.714285714,1721350.0,2327929.714285714,2117852.5714285714,420864.5714285714,210133.14285714287,176138.2857142857,41518.857142857145,18831.428571428572,NV
12.0,12536798.57142857,26547619.42857143,131551436.85714285,39184467.14285714,32259974.85714286,15303971.42857143,19274028.285714287,17642136.85714286,5065593.142857143,1858796.0,725883.1428571428,133996.85714285713,102589.14285714286,NY
12.0,5722260.0,17656624.0,71141779.71428572,18158015.14285714,16946249.714285713,8427535.42857143,10947388.285714285,11157062.285714285,3521005.714285714,1263184.857142857,554364.8571428572,116569.71428571429,50403.71428571428,OH
12.0,1887812.5714285714,5998345.428571428,21660294.285714287,5331024.571428572,5356161.142857143,2536328.5714285714,3211636.8571428573,3331492.285714286,1117156.857142857,488722.28571428574,232872.57142857142,42169.71428571428,12729.42857142857,OK
12.0,2419448.5714285714,5961977.428571428,22473970.85714286,6326532.571428572,5544649.714285715,2568738.8571428573,2995460.0,3197486.0,1076740.857142857,506110.85714285716,188625.42857142858,40338.28571428572,29288.285714285714,OR
12.0,6714182.857142857,18899937.14285714,74172416.0,19566835.14285714,17837137.14285714,8781522.285714285,11266470.57142857,10818643.714285715,3533812.5714285714,1518290.0,701872.2857142857,103881.14285714286,43951.142857142855,PA
12.0,522210.85714285716,1592419.142857143,6716148.0,1809848.0,1738541.4285714286,791524.0,976004.2857142857,948250.8571428572,322492.85714285716,95144.57142857143,25661.14285714286,5725.142857142857,2955.714285714286,RI
12.0,2192102.5714285714,7976151.428571428,30907179.14285714,7359133.714285715,7466825.428571428,3810014.5714285714,4916898.285714285,4809312.285714285,1548676.0,572051.4285714285,336986.0,67795.14285714286,19486.285714285714,SC
12.0,387726.85714285716,1376743.142857143,5343020.0,1358351.4285714286,1332029.142857143,612239.1428571428,726008.5714285715,684835.7142857143,325408.0,183053.7142857143,100347.71428571429,16256.57142857143,4490.0,SD
12.0,2991599.1428571427,10548420.857142856,40874437.428571425,9520499.714285715,9841334.0,4991237.142857143,6465053.714285715,6538870.285714285,2149785.714285714,779214.0,421425.71428571426,133008.0,34009.142857142855,TN
12.0,12920583.142857144,44483106.85714286,149527705.14285713,37684233.14285714,36030850.28571428,17386486.85714286,22175944.57142857,22925537.714285713,8338369.142857143,2999155.4285714286,1489890.2857142857,353103.4285714286,144134.2857142857,TX
12.0,1695290.5714285714,4626919.428571428,18763883.42857143,4854042.0,4533365.142857143,2248383.4285714286,2733286.0,2608335.714285714,1028348.2857142857,402583.4285714286,272640.0,55668.857142857145,27230.571428571428,UT
12.0,4169634.285714286,12865735.714285715,51697607.71428572,13058990.857142856,12259544.285714285,6230890.0,7853720.857142857,7842593.428571428,2714251.1428571427,1097915.4285714286,512148.28571428574,87129.71428571429,40423.71428571428,VA
12.0,304677.4285714286,947920.5714285715,4265464.571428572,974202.5714285715,1062542.2857142857,557199.7142857143,619605.1428571428,677096.8571428572,265720.5714285714,77088.85714285714,25744.0,4408.571428571428,1856.0,VT
12.0,4117114.0,10954068.0,40875531.71428572,11849213.714285715,9627468.857142856,4494449.428571428,5848150.571428572,5918532.571428572,2026133.7142857143,714579.4285714285,280131.4285714286,47292.0,69580.0,WA
12.0,2778989.1428571427,8848146.857142856,33376994.57142857,7983344.857142857,7854717.428571428,3919692.0,5021017.714285715,5197414.857142857,2050558.0,842553.7142857143,412031.4285714286,74736.28571428571,20928.285714285714,WI
12.0,914662.5714285715,2697001.4285714286,10506687.714285715,2462435.4285714286,2590847.714285714,1259796.5714285714,1612717.7142857143,1577902.857142857,613454.2857142857,259139.7142857143,109944.28571428571,16336.857142857143,4112.285714285715,WV
12.0,289020.0,866454.0,3794307.1428571427,1007716.0,994608.5714285715,457435.71428571426,380563.14285714284,375463.4285714286,299215.14285714284,178356.85714285713,87346.0,9914.57142857143,3687.714285714286,WY
13.0,437274.2142857143,1019410.4285714286,3386337.9285714286,829480.2142857143,883695.2857142857,458249.9285714286,536877.5714285714,376470.85714285716,176858.7857142857,75952.35714285713,22042.642857142855,11505.357142857143,15204.928571428572,AK
13.0,2004931.8571428573,7770810.142857143,26550071.928571425,5350019.928571429,6208285.928571429,3461904.8571428573,4431634.285714285,4394922.785714285,1604634.5,662479.8571428572,332686.7142857143,79167.85714285713,24335.214285714286,AL
13.0,1251983.0,4775667.0,16131201.42857143,3434872.214285714,4075094.8571428573,1981050.0714285714,2500949.4285714286,2448262.0714285714,950557.6428571428,436463.7857142857,236653.5,53507.07142857143,13790.785714285714,AR
13.0,3989630.0,10353662.0,34284874.0,8040760.142857144,8080490.285714285,3985443.0,5197961.857142856,5747934.0,1938191.8571428573,679664.8571428572,459714.85714285716,97288.64285714286,57424.5,AZ
13.0,23169559.785714284,55941902.21428572,184111673.07142857,45432936.78571428,45292246.35714285,21124256.928571425,26315378.071428575,27132046.14285714,11450290.142857142,4711324.214285715,1919211.7857142857,449974.5,284008.14285714284,CA
13.0,3206036.4285714286,8183822.857142856,36192652.71428572,8871060.142857142,8885934.857142858,4265287.714285715,5466988.714285715,5531412.785714285,1761826.5714285714,822111.642857143,367334.0,104205.21428571429,116491.07142857142,CO
13.0,1922364.4285714286,5222965.571428571,19852319.35714286,4534153.357142857,5084117.642857143,2460947.428571428,2945028.5,3030746.3571428573,1135047.5714285714,445968.35714285716,134099.92857142858,29030.0,53180.21428571429,CT
13.0,517820.85714285716,887089.1428571428,4429197.0,1454553.2857142857,1174609.2857142857,599298.0,643155.7142857143,393297.85714285716,110447.85714285713,25911.714285714283,11618.142857142857,6697.428571428572,9607.714285714286,DC
13.0,492518.2857142857,1441823.714285714,5395669.5,1240780.0714285714,1315905.5714285714,672479.4285714286,871792.6428571428,792901.8571428572,317987.64285714284,127782.85714285714,46547.28571428571,4517.285714285714,4974.857142857143,DE
13.0,10338526.285714285,32260123.714285713,116906483.0,27883691.5,29066501.785714284,15148187.642857144,18992940.85714286,17151746.5,5414529.285714285,1864304.1428571427,973141.2857142857,234223.07142857142,177216.92857142858,FL
13.0,4923425.857142856,16112672.357142856,60780741.42857143,12866142.285714285,14413851.857142858,7489521.428571429,10003494.92857143,9701930.142857144,3776389.0714285714,1349081.5,830294.0714285714,247320.0,102716.14285714286,GA
13.0,828692.2142857143,2012201.7857142857,6693318.285714285,1833590.7857142857,1851855.0,763755.8571428572,922596.2142857143,1139290.142857143,133828.7857142857,25470.928571428572,12283.571428571428,3339.285714285714,7307.714285714286,HI
13.0,1554057.2857142857,4758232.714285715,19148862.0,4620852.214285715,4887627.857142857,2108454.785714286,2565607.071428572,2777416.7857142854,1222442.3571428573,564283.9285714285,315506.2857142857,59408.78571428571,27261.928571428572,IA
13.0,880809.5,2626334.2857142854,8863626.214285715,2046629.0714285714,2299529.5714285714,1056978.2142857143,1298522.5714285714,1230873.8571428573,490855.2142857143,241486.14285714284,148012.42857142858,34681.28571428571,16057.857142857145,ID
13.0,6794115.714285715,18688044.285714284,80548053.64285713,20128369.07142857,19698570.214285713,9399370.57142857,11879633.214285713,12201016.142857142,4669661.071428571,1423307.5,794600.4285714286,212369.42857142858,141156.0,IL
13.0,3197822.0,10185934.0,42210998.64285715,9710557.92857143,10337154.857142858,5139167.5,6487568.642857144,6545162.571428572,2394910.5,940480.357142857,480692.5,109082.57142857143,66221.21428571429,IN
13.0,1517944.7142857143,4303544.0,17152216.42857143,4210757.142857143,4470470.785714285,1919441.8571428573,2344638.2857142854,2409816.071428572,981103.1428571428,438433.35714285716,278700.0714285714,66478.14285714286,32377.571428571428,KS
13.0,2206781.714285714,6728954.785714285,27841093.714285716,5967038.285714285,6840220.071428571,3533272.0,4429223.714285715,4292240.285714285,1596500.0,679068.0714285714,376659.78571428574,89943.42857142858,36928.07142857143,KY
13.0,2076879.1428571427,7243076.857142857,28923972.785714287,6654724.428571429,7055604.285714285,3602905.1428571427,4663910.285714285,4093773.0,1547317.5,824027.9285714285,378340.7142857143,71935.28571428571,31434.214285714283,LA
13.0,4088176.2857142854,9716121.714285715,45263171.85714286,11326177.42857143,11722543.214285715,5451766.857142857,6590134.5,6646873.357142856,2386877.928571428,771112.2857142857,210411.42857142858,50360.428571428565,106914.42857142858,MA
13.0,3164058.4285714286,8921377.57142857,33606023.42857143,7824444.357142857,7780650.285714285,3915134.2857142854,5265626.5,5574709.714285715,2153582.5,670285.9285714286,289257.2857142857,74203.64285714286,58128.92857142857,MD
13.0,699007.2857142857,1977800.7142857143,7486128.0,1552252.7857142857,1757326.5,894367.0,1150674.7142857143,1305307.9285714286,525729.5714285715,201856.57142857142,74818.0,12151.071428571428,11643.857142857143,ME
13.0,5114242.285714285,14877587.714285715,58414899.14285714,13827465.714285715,13550106.214285715,6903770.071428571,9045047.07142857,9240776.92857143,3497971.6428571427,1388391.6428571427,711890.9285714285,149925.14285714287,99553.78571428571,MI
13.0,2880728.4285714286,8341629.571428571,31594521.785714284,7536325.357142857,7077551.0,3380499.0714285714,4432809.785714285,5424595.928571429,2149367.0,932088.3571428572,514117.9285714285,81191.07142857142,65976.28571428571,MN
13.0,3147936.2142857146,9103656.357142858,33866616.571428575,7531628.785714285,8244494.0,3915540.2142857146,5115480.857142856,5485458.714285715,2113999.7142857146,788303.7142857143,497321.2857142857,113202.78571428571,61186.5,MO
13.0,1129650.4285714286,4842568.714285715,16238716.57142857,3453276.7857142854,3906315.7142857146,1874080.5,2578277.3571428573,2583844.0714285714,1047014.0,468600.2142857143,243112.42857142858,67273.57142857142,16921.928571428572,MS
13.0,579496.2142857143,1534909.642857143,5443593.785714285,1440422.0714285714,1440025.5714285714,588205.2142857143,654688.0,652985.2142857143,323817.7857142857,200745.85714285716,107874.78571428571,19184.928571428572,15644.357142857143,MT
13.0,4861683.142857144,15905556.857142858,59830405.07142857,12050967.285714285,14114221.285714287,7577946.928571429,10126358.642857144,10011043.642857142,3543175.0714285714,1357791.8571428573,793456.357142857,180923.35714285716,74520.64285714286,NC
13.0,373628.2142857143,1140726.5,4211321.071428571,1094226.0,1131766.642857143,523901.28571428574,529933.8571428572,430260.5714285714,225427.92857142858,164384.7142857143,84817.92857142858,20015.285714285717,6586.857142857143,ND
13.0,942248.2142857143,2907038.2142857146,11264484.42857143,2740033.6428571427,2892495.0714285714,1346684.2857142857,1633262.5,1481699.7142857143,584935.9285714286,338929.0,189089.5,34867.92857142857,22486.857142857145,NE
13.0,657967.2857142857,2054948.7142857143,8654243.357142858,1834767.0714285714,2023930.3571428573,1018991.2857142857,1297014.5,1498015.0714285714,673341.4285714286,241632.14285714284,49777.642857142855,6348.142857142857,10425.714285714286,NH
13.0,5144721.0,12672319.0,54053588.64285714,14296069.285714285,13393783.214285715,6226437.5,7803625.5,7666410.357142857,2890240.7857142854,1177747.785714286,419671.85714285716,84058.5,95543.85714285714,NJ
13.0,1063477.9285714286,3126575.3571428573,13100549.142857142,3056777.6428571427,3479565.571428572,1627674.2142857143,1925712.0,1595494.4285714286,671087.7857142857,431066.9285714285,237518.0,58804.07142857143,16848.5,NM
13.0,1743870.4285714286,4324382.571428571,14733637.142857142,3703485.7857142854,3548100.4285714286,1795193.3571428573,2487784.928571428,2314198.0714285714,415582.2142857143,202427.35714285716,187142.42857142858,51540.857142857145,28181.714285714286,NV
13.0,12975932.0,26108486.0,124487254.5,34102331.78571428,30533027.785714287,14678774.285714285,18874994.42857143,17715452.0,5236542.928571429,2038787.5714285714,924409.0,167308.57142857142,215626.14285714284,NY
